,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
411,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7683893,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Oc1ccccc1O,,,CHEMBL1909046,,,,CHEMBL280998,CATECHOL,CHEMBL280998,,False,,1539592,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
412,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7683990,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,,,CHEMBL1909046,,,,CHEMBL515,CHLORAMBUCIL,CHEMBL515,,False,,1539600,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
413,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7684070,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,,CHEMBL1909046,,,,CHEMBL404520,CHLORTETRACYCLINE,CHEMBL404520,,False,,1539608,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
414,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7684214,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1cc(C2CCCCC2)n(O)c(=O)c1,,,CHEMBL1909046,,,,CHEMBL1413,CICLOPIROX,CHEMBL1413,,False,,1539616,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
415,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7684849,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,,,CHEMBL1909046,,,,CHEMBL47244,PICROTOXININ,CHEMBL47244,,False,,1539650,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
416,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7684987,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C/C=C/C(=O)N(CC)c1ccccc1C,,,CHEMBL1909046,,,,CHEMBL1200709,CROTAMITON,CHEMBL1200709,,False,,1539658,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
417,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7685064,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Nc1nc(N)nc(NC2CC2)n1,,,CHEMBL1909046,,,,CHEMBL1231107,CYROMAZINE,CHEMBL1231107,,False,,1539666,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
418,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7685173,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,,,CHEMBL1909046,,,,CHEMBL1201216,DAPIPRAZOLE,CHEMBL1201216,,False,,1539674,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
419,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7685774,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,,,CHEMBL1909046,,,,CHEMBL936,DIPHENIDOL,CHEMBL936,,False,,1539707,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
420,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7686574,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,,,CHEMBL1909046,,,,CHEMBL1729,CISAPRIDE,CHEMBL1729,,False,,1539625,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
421,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7686653,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,,,CHEMBL1909046,,,,CHEMBL49080,CLENBUTEROL,CHEMBL49080,,False,,1539633,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
422,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7686842,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,,,CHEMBL1909046,,,,CHEMBL1771,CLOPIDOGREL,CHEMBL1771,,False,,1539642,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
423,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7687530,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,,,CHEMBL1909046,,,,CHEMBL175,DEXIBUPROFEN,CHEMBL175,,False,,1539683,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
424,Note: corresponding IC50 reported as Active,7687667,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,,,CHEMBL1909046,,,,CHEMBL1466,DICUMAROL,CHEMBL1466,,False,,1539691,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
425,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7687729,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,,CHEMBL1909046,,,,CHEMBL254219,DIGITOXIN,CHEMBL254219,,False,,1539699,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
426,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7687960,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,,,CHEMBL1909046,,,,CHEMBL707,DOXAZOSIN,CHEMBL707,,False,,1539715,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
427,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7688184,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,,,CHEMBL1909046,,,,CHEMBL1201195,CEFMETAZOLE,CHEMBL1201195,,False,,1539593,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
428,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7688281,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,,,CHEMBL1909046,,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,,False,,1539601,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
429,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7688360,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,,,CHEMBL1909046,,,,CHEMBL1055,CHLORTHALIDONE,CHEMBL1055,,False,,1539609,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
430,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7688485,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,,,CHEMBL1909046,,,,CHEMBL7002,CIGLITAZONE,CHEMBL7002,,False,,1539617,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
431,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7689126,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,,,CHEMBL1909046,,,,CHEMBL107,COLCHICINE,CHEMBL107,,False,,1539651,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
432,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7689264,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,,,CHEMBL1909046,,,,CHEMBL1480987,CYCLANDELATE,CHEMBL1480987,,False,,1539659,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
433,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7689341,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,,,CHEMBL1909046,,,,CHEMBL803,CYTARABINE,CHEMBL803,,False,,1539667,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
434,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7689445,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,CHEMBL1909046,,,,CHEMBL178,DAUNORUBICIN,CHEMBL178,,False,,1539675,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
435,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7690033,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,,,CHEMBL1909046,,,,CHEMBL932,DIPYRIDAMOLE,CHEMBL932,,False,,1539708,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
436,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7690210,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN(C)CCC=C1c2ccccc2COc2ccccc21,,,CHEMBL1909046,,,,CHEMBL1628227,DOXEPIN,CHEMBL1628227,,False,,1539716,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
437,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7690749,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN(C(=O)CCCOc1ccc2nc(O)ccc2c1)C1CCCCC1,,,CHEMBL1909046,,,,CHEMBL34431,CILOSTAMIDE,CHEMBL34431,,False,,1539618,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
438,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7690826,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,,,,CHEMBL1909046,,,,CHEMBL11359,CISPLATIN,CHEMBL2068237,,False,,1539626,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
439,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7690916,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,,,CHEMBL1909046,,,,CHEMBL1753,CLINDAMYCIN,CHEMBL1753,,False,,1539634,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
440,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7691101,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)NCC(O)c1ccccc1Cl,,,CHEMBL1909046,,,,CHEMBL1902627,CLORPRENALINE,CHEMBL1902627,,False,,1539643,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
441,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7691800,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,,CHEMBL1909046,,,,CHEMBL75435,DEXKETOPROFEN,CHEMBL75435,,False,,1539684,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
442,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7691934,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,,,CHEMBL1909046,,,,CHEMBL1123,DICYCLOMINE,CHEMBL1123,,False,,1539692,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
443,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7692011,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,,CHEMBL1909046,,,,CHEMBL1751,DIGOXIN,CHEMBL1751,,False,,1539700,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
444,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7692350,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,ClC(Cl)(Cl)Cl,,,CHEMBL1909046,,,,CHEMBL44814,CARBON TETRACHLORIDE,CHEMBL44814,,False,,1539586,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
445,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7692455,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,,,CHEMBL1909046,,,,CHEMBL1730,CEFOTAXIME,CHEMBL1730,,False,,1539594,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
446,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7692549,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,,,CHEMBL1909046,,,,CHEMBL451,CHLORDIAZEPOXIDE,CHEMBL451,,False,,1539602,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
447,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7692630,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=c1[nH]c2cc(Cl)ccc2o1,,,CHEMBL1909046,,,,CHEMBL1371,CHLORZOXAZONE,CHEMBL1371,,False,,1539610,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
448,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7693408,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,,,CHEMBL1909046,,,,CHEMBL2221249,COLISTIN,CHEMBL2221249,,False,,1539652,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
449,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7693543,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,CHEMBL1909046,,,,CHEMBL648,CYCLIZINE,CHEMBL648,,False,,1539660,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
450,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7693643,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,,,CHEMBL1909046,,,,CHEMBL504760,CAMPHOR,CHEMBL504760,,False,,1539668,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
451,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7693747,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1c(O)c(=O)ccn1C,,,CHEMBL1909046,,,,CHEMBL70927,DEFERIPRONE,CHEMBL70927,,False,,1539676,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
452,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7694340,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],,,CHEMBL1909046,,,,CHEMBL487894,DIPYRONE SODIUM,CHEMBL461522,,False,,1539709,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
453,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7695053,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,,,CHEMBL1909046,,,,CHEMBL799,CILOSTAZOL,CHEMBL799,,False,,1539619,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
454,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7695116,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,CHEMBL1909046,,,,CHEMBL549,CITALOPRAM,CHEMBL549,,False,,1539627,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
455,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7695220,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,CHEMBL1909046,,,,CHEMBL1159650,CLOBETASOL PROPIONATE,CHEMBL1159650,,False,,1539635,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
456,Note: corresponding IC50 reported as Active,7695399,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,,,CHEMBL1909046,,,,CHEMBL12131,CLOSANTEL,CHEMBL12131,,False,,1539644,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
