mol,name,pKi,CSAR_exercise_number,crystal,Crystal designation,good crystal,Series,setup in 3D,Blinded_ID_ligand,Blinded_ID_crystal,Vertex name,canonical_smiles,BindingDB,ChemBL affinity,PDBID,CSAR pIC50,x-ray struc. (y/n),Crystal disposition
O(C)c1ccccc1CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC,erk000475,6.33,,no,,,series_1,,erk_ligand_1157,,erk000475, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)NCc3ccccc3OC,,,,6.33,,
O(C)c1cc(ccc1)CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC,erk000476,7.28,,no,,,series_1,,erk_ligand_1254,,erk000476, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)NCc3cccc(OC)c3,,,,7.28,,
Fc1cc(cc(c1)[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC)CO)C(F)(F)F,erk000478,6.92,,no,,,series_1,,erk_ligand_1068,,erk000478, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@@H](CO)c3cc(F)cc(c3)C(F)(F)F,,,,6.92,,
Fc1cc(ccc1)[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC)CO,erk000479,8.05,,no,,,series_1,,erk_ligand_1098,,erk000479, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@@H](CO)c3cccc(F)c3,,,,8.05,,
Oc1ccccc1CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC,erk000480,5.82,,no,,,series_1,,erk_ligand_1174,,erk000480, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)NCc3ccccc3O,,,,5.82,,
Oc1cc(ccc1)CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC,erk000484,7.17,,no,,,series_1,,erk_ligand_1041,,erk000484, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)NCc3cccc(O)c3,,,,7.17,,
Oc1cc(ccc1O)CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC,erk000485,6.37,8,no,,,series_1,yes,erk_ligand_1140,,erk000485, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)NCc3ccc(O)c(O)c3,,,,6.37,,
Fc1ccccc1[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC)CO,erk000486,6.64,,no,,,series_1,,erk_ligand_1236,,erk000486, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@@H](CO)c3ccccc3F,,,,6.64,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H](CC1CC1)CO)c1ccccc1,erk000487,8.4,,no,,,series_1,,erk_ligand_1196,,erk000487, Cc1cnc(N[C@@H](CO)CC2CC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.4,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](C(C)C)CO)c1ccccc1,erk000488,7.85,,no,,,series_1,,erk_ligand_1181,,erk000488, CC(C)[C@@H](CO)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.85,,
O=C(N[C@@H](C(=O)C)c1ccccc1)c1[nH]cc(c1)-c1nc(ncc1C)NCC,erk000489,5.72,,no,,,series_1,,erk_ligand_1017,,erk000489, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@@H](C(=O)C)c3ccccc3,,,,5.72,,
FC(F)(F)c1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC)CO,erk000491,7.89,,no,,,series_1,,erk_ligand_1043,,erk000491, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(c3)C(F)(F)F,,,,7.89,,
FC(F)(F)c1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CC1)CO,erk000492,8.7,,no,,,series_1,,erk_ligand_1014,,erk000492, Cc1cnc(NC2CC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(c4)C(F)(F)F,,,,8.7,,
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)C,erk000493,7.54,,no,,,series_1,,erk_ligand_1222,,erk000493, CONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.54,,
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)C(C)C,erk000494,8,,no,,,series_1,,erk_ligand_1154,,erk000494, CC(C)ONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,8,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC(=O)C)c1ccccc1,erk000496,7.49,,no,,,series_1,,erk_ligand_1062,,erk000496, CC(=O)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.49,,
O1CCC[C@@H]1CNc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000497,7.85,,no,,,series_1,,erk_ligand_1082,,erk000497, Cc1c[nH+]c(NC[C@H]2CCCO2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,7.85,,
O(CC)C(=O)NNc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000498,6.19,,no,,,series_1,,erk_ligand_1119,,erk000498, CCOC(=O)[N-]Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,6.19,,
s1c(c2c(-c3nc(ncc3CC2)Nc2cc(O)ccc2)c1N(C)C)C#N,erk000499,7.4,39,yes,GO,good,series_3,yes,erk2_ligand_20,erk2_crystal_6,erk000499, CN(C)c1sc(C#N)c2CCc3cnc(Nc4cccc(O)c4)nc3c12,,,,7.4000001,yes,CSAR
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)CC1CC1,erk000500,7.59,,no,,,series_1,,erk_ligand_1217,,erk000500, Cc1cnc(NOCC2CC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,7.59,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)-c1ccccc1)c1ccccc1,erk000501,7.7,19,yes,GO (2.4A),good,series_1,yes,erk2_ligand_6,erk2_crystal_19,erk000501, Cc1cnc(nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3)c4ccccc4,,,,7.6999998,yes,CSAR
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)C)c1ccccc1,erk000502,6.59,,yes,,,series_1,yes,erk2_ligand_18,erk2_crystal_20,erk000502, Cc1cnc(C)nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,6.5900002,yes,Discard -fails metrics
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC#N)c1ccccc1,erk000503,7.6,,no,,,series_1,,erk_ligand_1185,,erk000503, Cc1c[nH+]c(NC#N)nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.6,,
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)CCO,erk000504,7.74,,no,,,series_1,,erk_ligand_1202,,erk000504, Cc1cnc(NOCCO)nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.74,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN(C)C)c1ccccc1,erk000505,8.15,,no,,,series_1,,erk_ligand_1050,,erk000505, CN(C)Nc1nc(c(C)c[nH+]1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,8.15,,
FC(F)(F)c1ccccc1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000506,8.4,,no,,,series_1,,erk_ligand_1074,,erk000506, Cc1cnc(Nc2ccccc2C(F)(F)F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,Ki = 4 nM,Ki = 4 nM,,8.4,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CC)CO)CO,erk000507,8.7,20,yes,GO,good,series_1,yes,erk2_ligand_15,erk2_crystal_21,erk000507, CC[C@@H](CO)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.6999998,yes,CSAR
[nH]1nc(cc1Nc1nc(nc2c1cccc2)Nc1cc2[nH]cnc2cc1)C1CC1,erk000508,7.11,,yes,stop (2.6A),,series_3,yes,erk2_ligand_21,erk2_crystal_26,erk000508, C1CC1c2cc(Nc3nc(Nc4ccc5nc[nH]c5c4)nc6ccccc36)[nH][nH+]2,,,,7.1100001,yes,Discard -fails metrics
OCC(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)CO,erk000509,8.3,14,no,,,series_1,yes,erk_ligand_1150,,erk000509, Cc1c[nH+]c(NC(CO)CO)nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,8.3,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H]1C[C@@H]1C)c1ccccc1,erk000510,9.3,,no,,,series_1,,erk_ligand_1131,,erk000510, C[C@H]1C[C@H]1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,9.3,,
OCC(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)(CO)C,erk000512,8.22,,no,,,series_1,,erk_ligand_1003,,erk000512, Cc1cnc(NC(C)(CO)CO)nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,8.22,,
OCC1(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)CCCC1,erk000513,7.29,,no,,,series_1,,erk_ligand_1233,,erk000513, Cc1cnc(NC2(CO)CCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,7.29,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CC(C)C)CO)c1ccccc1,erk000514,8.05,,no,,,series_1,,erk_ligand_1009,,erk000514, CC(C)C[C@@H](CO)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,8.05,,
OC[C@@H]1C[C@@H]1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000515,7.68,,no,,,series_1,,erk_ligand_1061,,erk000515, Cc1cnc(N[C@H]2C[C@H]2CO)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,7.68,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCCC1)c1ccccc1,erk000516,8.7,,no,,,series_1,,erk_ligand_1173,,erk000516, Cc1cnc(NC2CCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.7,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ncccc1)c1ccccc1,erk000517,9.4,,no,,,series_1,yes,erk_ligand_1207,,erk000517, Cc1cnc(Nc2ccccn2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,9.4,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1nccc(c1)C)c1ccccc1,erk000518,8.4,,no,,,series_1,,erk_ligand_1020,,erk000518, Cc1ccnc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4)c1,,,,8.4,,
O1CCN(CC1)CCNc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000519,6.92,,no,,,series_1,,erk_ligand_1116,,erk000519, Cc1cnc(NCCN2CCOCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.92,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC[C@H]1[N@@H+](CCC1)C)c1ccccc1,erk000520,6.27,,no,,,series_1,,erk_ligand_1033,,erk000520, C[NH+]1CCC[C@H]1CCNc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.27,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ncccc1C)c1ccccc1,erk000521,7.04,,no,,,series_1,,erk_ligand_1219,,erk000521, Cc1cccnc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,7.04,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC(C)C)c1cc(ccc1)C,erk000522,9,18,no,,,series_1,yes,erk_ligand_1145,,erk000522, CC(C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(C)c3,,,,9,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC(C)C)c1cc(ccc1)C,erk000523,8.7,,no,,,series_1,,erk_ligand_1064,,erk000523, CC(C)CNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(C)c3,,,,8.7,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccccc1CC)c1ccccc1,erk000524,8.52,,no,,,series_1,,erk_ligand_1165,,erk000524, CCc1ccccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,Ki = 3 nM,Ki = 3 nM,,8.52,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC(C)C)CO,erk000525,8.52,,no,,,series_1,,erk_ligand_1080,,erk000525, CC(C)CNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.52,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1cccc(C)c1C)CO,erk000526,9,,no,,,series_1,,erk_ligand_1210,,erk000526, Cc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)c1C,Ki < 2 nM,Ki < 2 nM,,9,,
Oc1cccc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)c1C,erk000527,8.52,,no,,,series_1,,erk_ligand_1161,,erk000527, Cc1cnc(Nc2cccc(O)c2C)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.52,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC[C@H]1[N@@H+](CCC1)CC)c1ccccc1,erk000529,6.96,,no,,,series_1,,erk_ligand_1179,,erk000529, CC[NH+]1CCC[C@H]1CNc2nc(c(C)c[nH+]2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.96,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC[C@H]1[N@@H+](CCC1)CC)c1ccccc1,erk000530,7.22,,no,,,,,erk_ligand_1105,,,,,,,,,
O(C)c1cccc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)c1C,erk000531,7.1,,no,,,series_1,,erk_ligand_1045,,erk000531, COc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4)c1C,,,,7.1,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccccc1N(C)C)c1cc(ccc1)C,erk000532,7.3,,no,,,series_1,,erk_ligand_1046,,erk000532, CN(C)c1ccccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(C)c4,,,,7.3,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccccc1C#N)c1ccccc1,erk000533,5.7,,no,,,series_1,,erk_ligand_1214,,erk000533, Cc1cnc(Nc2ccccc2C#N)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,5.7,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCCCC1)c1ccccc1,erk000534,8.7,,no,,,series_1,,erk_ligand_1136,,erk000534, Cc1cnc(NC2CCCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.7,,
O(C)c1cccc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3cc(ccc3)C)c(cn2)C)c1C,erk000535,6.7,,no,,,series_1,,erk_ligand_1037,,erk000535, COc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(C)c4)c1C,,,,6.7,,
Fc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC(C)C)CO,erk000536,7.82,,no,,,series_1,,erk_ligand_1019,,erk000536, CC(C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(F)c3,,,,7.82,,
Fc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccccc1)CO,erk000537,9,,no,,,series_1,,erk_ligand_1065,,erk000537, Cc1cnc(Nc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(F)c4,Ki < 2 nM,Ki < 2 nM,,9,,
Fc1cccc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)c1C,erk000538,8.7,,no,,,series_1,,erk_ligand_1220,,erk000538, Cc1cnc(Nc2cccc(F)c2C)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.7,,
Fc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1cccc(C)c1C)CO,erk000539,8.4,,no,,,series_1,,erk_ligand_1253,,erk000539, Cc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(F)c4)c1C,,,,8.4,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCC1)c1ccccc1,erk000540,8.22,,no,,,series_1,,erk_ligand_1256,,erk000540, Cc1cnc(NC2CCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.22,,
OCc1cccc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)c1C,erk000541,9,,no,,,series_1,,erk_ligand_1160,,erk000541, Cc1cnc(Nc2cccc(CO)c2C)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,9,,
Fc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CC1)CO,erk000542,7.96,,no,,,series_1,,erk_ligand_1063,,erk000542, Cc1cnc(NC2CC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(F)c4,,,,7.96,,
OCCN(C(=O)c1[nH]cc(c1)-c1nc(ncc1)N)Cc1ccccc1,erk000543,5.7,,no,,,series_1,,erk_ligand_1144,,erk000543, Nc1nccc(n1)c2c[nH]c(c2)C(=O)N(CCO)Cc3ccccc3,,,,5.7,,
S(CC)c1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000544,7.19,,yes,,,series_1,yes,erk2_ligand_12,erk2_crystal_2,erk000544, CCSc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.1900001,yes,Discard -fails metrics
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H](CCC)C)c1ccccc1,erk000546,7.74,,no,,,series_1,,erk_ligand_1245,,erk000546, CCC[C@H](C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.74,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC(CC)CC)c1ccccc1,erk000547,8.22,,no,,,series_1,,erk_ligand_1146,,erk000547, CCC(CC)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,8.22,,
O(C[C@@H](Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)C)C,erk000548,7.62,,no,,,series_1,,erk_ligand_1134,,erk000548, COC[C@H](C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.62,,
O(C[C@@H](Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)CC)C,erk000549,7.57,,no,,,series_1,,erk_ligand_1042,,erk000549, CC[C@@H](COC)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.57,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CCC)CO)c1ccccc1,erk000551,7.7,,no,,,series_1,,erk_ligand_1234,,erk000551, CCC[C@@H](CO)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.7,,
S(CC[C@H](Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)CO)C,erk000552,8.3,,no,,,series_1,,erk_ligand_1081,,erk000552, CSCC[C@@H](CO)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,8.3,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCC(CC1)C)c1ccccc1,erk000553,8.22,,no,,,series_1,,erk_ligand_1152,,erk000553, CC1CCC(CC1)Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.22,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1c2CCCc2ccc1)c1ccccc1,erk000556,8.52,,no,,,series_1,,erk_ligand_1246,,erk000556, Cc1cnc(Nc2cccc3CCCc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5ccccc5,,,,8.52,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CC)COC)CO,erk000557,8.4,,no,,,series_1,,erk_ligand_1025,,erk000557, CC[C@@H](COC)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.4,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN1CCOCC1)CO,erk000558,8.7,,no,,,series_1,,erk_ligand_1089,,erk000558, Cc1cnc(NN2CCOCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.7,,
Clc1cc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)cc(Cl)c1,erk000559,8.52,,no,,,series_1,,erk_ligand_1186,,erk000559, Cc1cnc(Nc2cc(Cl)cc(Cl)c2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.52,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCCNC(=O)C)c1ccccc1,erk000560,7.24,10,no,,,series_1,yes,erk_ligand_1091,,erk000560, CC(=O)NCCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,7.24,,
Fc1cccc(F)c1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000561,8.4,,no,,,series_1,,erk_ligand_1178,,erk000561, Cc1cnc(Nc2c(F)cccc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.4,,
Brc1cccc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)c1C,erk000562,7.57,,no,,,series_1,,erk_ligand_1194,,erk000562, Cc1cnc(Nc2cccc(Br)c2C)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,7.57,,
Brc1cc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)ccc1C,erk000563,8.52,,no,,,series_1,,erk_ligand_1171,,erk000563, Cc1ccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4)cc1Br,,,,8.52,,
Clc1cccc(Cl)c1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000564,6.82,9,no,,,series_1,yes,erk_ligand_1155,,erk000564, Cc1cnc(Nc2c(Cl)cccc2Cl)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.82,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1cc([N+](=O)[O-])ccc1)c1ccccc1,erk000565,8.52,,no,,,series_1,,erk_ligand_1107,,erk000565, Cc1cnc(Nc2cccc(c2)[N+](=O)[O-])nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.52,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1cc(cc(c1)C)C)c1ccccc1,erk000566,8.52,,no,,,series_1,,erk_ligand_1153,,erk000566, Cc1cc(C)cc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4)c1,,,,8.52,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC[NH+]1CCCC1)c1ccccc1,erk000568,6.65,,no,,,series_1,,erk_ligand_1226,,erk000568, Cc1cnc(NCC[NH+]2CCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.65,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nn1cccc1)c1ccccc1,erk000573,8.05,,no,,,series_1,,erk_ligand_1212,,erk000573, Cc1cnc(Nn2cccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.05,,
Clc1cccc(C)c1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000575,6.96,,no,,,series_1,,erk_ligand_1059,,erk000575, Cc1cccc(Cl)c1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.96,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCCc1ccccc1)c1ccccc1,erk000578,8.15,,no,,,series_1,,erk_ligand_1016,,erk000578, Cc1cnc(NCCc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.15,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCc1ccncc1)c1ccccc1,erk000579,6.11,6,no,,,series_1,yes,erk_ligand_1099,,erk000579, Cc1cnc(NCc2ccncc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.11,,
